# {"t_start": 1602341425.2324522, "env_id": "CartPole-v1"} 
r,l,t
35.0,35,46.856981
21.0,21,46.864133
57.0,57,46.884316
20.0,20,46.890973
25.0,25,46.899106
53.0,53,46.916647
20.0,20,46.924103
25.0,25,46.932744
21.0,21,46.939675
51.0,51,46.957046
14.0,14,46.96176
117.0,117,47.001086
33.0,33,47.012435
66.0,66,47.035574
40.0,40,47.048863
38.0,38,47.06112
80.0,80,47.088473
23.0,23,47.096685
37.0,37,47.108709
23.0,23,47.116533
34.0,34,47.128219
22.0,22,47.135352
31.0,31,47.146024
68.0,68,47.168809
16.0,16,47.174376
17.0,17,47.179879
24.0,24,47.188116
40.0,40,47.201178
29.0,29,47.211058
18.0,18,47.217336
36.0,36,47.229586
49.0,49,47.246914
100.0,100,47.28069
33.0,33,47.29295
145.0,145,47.34116
36.0,36,47.353662
58.0,58,47.373371
21.0,21,47.38025
32.0,32,47.390788
21.0,21,47.3978
17.0,17,47.403508
48.0,48,47.419975
61.0,61,47.442043
31.0,31,47.45243
101.0,101,47.485891
45.0,45,47.50146
22.0,22,47.508706
17.0,17,47.514347
97.0,97,47.600736
12.0,12,47.605393
48.0,48,47.622447
123.0,123,47.663579
16.0,16,47.669035
89.0,89,47.698412
20.0,20,47.705343
14.0,14,47.710059
51.0,51,47.727725
20.0,20,47.73442
28.0,28,47.743738
30.0,30,47.754521
18.0,18,47.760521
47.0,47,47.777074
57.0,57,47.795779
38.0,38,47.808422
29.0,29,47.818613
59.0,59,47.838409
37.0,37,47.859641
21.0,21,47.868005
29.0,29,47.878246
74.0,74,47.902638
68.0,68,47.925456
46.0,46,47.941179
25.0,25,47.949392
51.0,51,47.966661
66.0,66,47.988362
19.0,19,47.994967
17.0,17,48.001075
47.0,47,48.016516
44.0,44,48.032003
37.0,37,48.043675
71.0,71,48.06783
20.0,20,48.074823
164.0,164,48.130577
75.0,75,48.153488
159.0,159,48.207325
20.0,20,48.214109
26.0,26,48.223311
20.0,20,48.230057
34.0,34,48.241424
42.0,42,48.25535
18.0,18,48.26142
32.0,32,48.272263
28.0,28,48.333673
44.0,44,48.348759
98.0,98,48.381515
59.0,59,48.401125
30.0,30,48.411084
58.0,58,48.43167
86.0,86,48.460144
52.0,52,48.478276
72.0,72,48.502348
24.0,24,48.510879
21.0,21,48.517886
14.0,14,48.522752
26.0,26,48.531355
23.0,23,48.539377
83.0,83,48.567198
40.0,40,48.58115
80.0,80,48.608437
80.0,80,48.635499
29.0,29,48.645096
21.0,21,48.652138
48.0,48,48.668269
169.0,169,48.726842
12.0,12,48.731605
36.0,36,48.742936
20.0,20,48.750219
36.0,36,48.761181
31.0,31,48.773297
31.0,31,48.788091
18.0,18,48.793437
101.0,101,48.830848
36.0,36,48.846368
38.0,38,48.858703
16.0,16,48.864152
155.0,155,48.916632
28.0,28,48.925894
27.0,27,48.935171
31.0,31,48.944064
51.0,51,48.960683
13.0,13,48.965248
36.0,36,48.981468
33.0,33,48.992227
58.0,58,49.011249
74.0,74,49.08975
106.0,106,49.12618
15.0,15,49.131436
33.0,33,49.142977
67.0,67,49.165702
48.0,48,49.182239
26.0,26,49.190778
12.0,12,49.195218
81.0,81,49.222643
105.0,105,49.261089
120.0,120,49.300451
24.0,24,49.308248
46.0,46,49.324408
23.0,23,49.332378
27.0,27,49.341326
30.0,30,49.351285
39.0,39,49.364289
76.0,76,49.390856
59.0,59,49.411076
17.0,17,49.41666
58.0,58,49.436663
28.0,28,49.445863
73.0,73,49.470052
18.0,18,49.475624
30.0,30,49.485797
37.0,37,49.497947
99.0,99,49.531459
19.0,19,49.540436
66.0,66,49.561449
52.0,52,49.578681
22.0,22,49.586005
24.0,24,49.593931
24.0,24,49.601693
43.0,43,49.616939
25.0,25,49.625335
123.0,123,49.666696
63.0,63,49.687073
28.0,28,49.696458
115.0,115,49.734835
25.0,25,49.743097
22.0,22,49.750179
41.0,41,49.764406
21.0,21,49.77138
17.0,17,49.777087
70.0,70,49.857151
23.0,23,49.864759
25.0,25,49.87324
21.0,21,49.880243
23.0,23,49.887825
14.0,14,49.89245
27.0,27,49.901495
33.0,33,49.912099
48.0,48,49.928675
32.0,32,49.939116
26.0,26,49.948011
51.0,51,49.964911
17.0,17,49.970965
108.0,108,50.006229
45.0,45,50.021631
58.0,58,50.040832
102.0,102,50.074689
38.0,38,50.087509
51.0,51,50.105997
63.0,63,50.127019
19.0,19,50.133719
124.0,124,50.17576
36.0,36,50.187531
45.0,45,50.202004
54.0,54,50.220416
46.0,46,50.235426
145.0,145,50.283551
29.0,29,50.293186
36.0,36,50.305072
31.0,31,50.315563
47.0,47,50.331567
29.0,29,50.341052
51.0,51,50.382915
67.0,67,50.414445
48.0,48,50.431881
38.0,38,50.445954
15.0,15,50.450912
38.0,38,50.464972
68.0,68,50.492218
21.0,21,50.499652
32.0,32,50.512372
34.0,34,50.527649
16.0,16,50.533971
143.0,143,50.653888
22.0,22,50.664655
39.0,39,50.678501
45.0,45,50.694463
54.0,54,50.71299
29.0,29,50.72353
37.0,37,50.735956
53.0,53,50.754472
94.0,94,50.788424
25.0,25,50.797584
46.0,46,50.814057
43.0,43,50.829577
26.0,26,50.839941
38.0,38,50.851498
34.0,34,50.864327
128.0,128,50.912091
53.0,53,50.931807
38.0,38,50.945822
44.0,44,50.961289
15.0,15,50.966313
27.0,27,50.977626
31.0,31,50.988123
30.0,30,50.998565
17.0,17,51.004365
17.0,17,51.011242
21.0,21,51.018082
92.0,92,51.051212
39.0,39,51.065114
12.0,12,51.069055
158.0,158,51.126517
45.0,45,51.142335
28.0,28,51.151917
12.0,12,51.156415
78.0,78,51.185063
16.0,16,51.191254
18.0,18,51.197527
21.0,21,51.204546
43.0,43,51.225313
45.0,45,51.241596
36.0,36,51.254163
99.0,99,51.29704
21.0,21,51.304399
17.0,17,51.311301
72.0,72,51.337105
38.0,38,51.35029
57.0,57,51.369995
55.0,55,51.390355
115.0,115,51.48716
39.0,39,51.501937
28.0,28,51.513148
20.0,20,51.520009
77.0,77,51.548975
14.0,14,51.553516
53.0,53,51.573328
27.0,27,51.583392
23.0,23,51.592088
20.0,20,51.598814
22.0,22,51.606735
149.0,149,51.659788
35.0,35,51.671789
48.0,48,51.689128
25.0,25,51.698319
47.0,47,51.714884
35.0,35,51.728257
14.0,14,51.733167
22.0,22,51.741741
18.0,18,51.748377
25.0,25,51.758776
69.0,69,51.784629
43.0,43,51.801076
28.0,28,51.81152
162.0,162,51.869319
17.0,17,51.875793
53.0,53,51.894569
36.0,36,51.907001
32.0,32,51.918392
111.0,111,51.958077
40.0,40,51.973576
56.0,56,51.998477
20.0,20,52.005917
33.0,33,52.020401
19.0,19,52.02797
63.0,63,52.050657
47.0,47,52.073744
22.0,22,52.086508
34.0,34,52.111944
112.0,112,52.177086
29.0,29,52.189517
230.0,230,52.368063
27.0,27,52.380015
43.0,43,52.399791
39.0,39,52.414073
19.0,19,52.421159
20.0,20,52.427818
15.0,15,52.432333
76.0,76,52.458852
40.0,40,52.472712
29.0,29,52.481546
23.0,23,52.489302
21.0,21,52.496478
38.0,38,52.509844
93.0,93,52.544854
84.0,84,52.573848
57.0,57,52.592939
23.0,23,52.600686
19.0,19,52.606891
71.0,71,52.633596
30.0,30,52.642563
59.0,59,52.662722
26.0,26,52.671361
32.0,32,52.68195
28.0,28,52.690523
26.0,26,52.699033
38.0,38,52.712143
62.0,62,52.732441
52.0,52,52.749415
20.0,20,52.756638
49.0,49,52.778853
18.0,18,52.785023
31.0,31,52.795574
47.0,47,52.811227
24.0,24,52.819208
17.0,17,52.825012
59.0,59,52.844738
52.0,52,52.861939
38.0,38,52.874654
29.0,29,52.884325
23.0,23,52.892544
33.0,33,52.903595
60.0,60,52.923944
50.0,50,52.940478
21.0,21,52.947552
28.0,28,52.957045
89.0,89,52.988602
22.0,22,52.997373
41.0,41,53.01187
100.0,100,53.047529
12.0,12,53.051708
54.0,54,53.150965
10.0,10,53.15962
30.0,30,53.179752
37.0,37,53.201696
183.0,183,53.297666
44.0,44,53.324684
83.0,83,53.36728
24.0,24,53.376841
25.0,25,53.386489
46.0,46,53.404564
38.0,38,53.417768
85.0,85,53.451024
82.0,82,53.481593
50.0,50,53.497913
15.0,15,53.503099
141.0,141,53.549854
56.0,56,53.569288
52.0,52,53.586495
64.0,64,53.607505
83.0,83,53.635527
63.0,63,53.65668
23.0,23,53.664429
15.0,15,53.67014
84.0,84,53.698331
77.0,77,53.72397
37.0,37,53.73703
110.0,110,53.774376
33.0,33,53.785019
33.0,33,53.799004
12.0,12,53.803871
54.0,54,53.822829
30.0,30,53.852244
70.0,70,53.903887
36.0,36,53.919969
44.0,44,53.937192
67.0,67,53.961892
149.0,149,54.066431
15.0,15,54.071707
32.0,32,54.082205
29.0,29,54.092027
50.0,50,54.108612
83.0,83,54.136017
119.0,119,54.177216
80.0,80,54.204248
19.0,19,54.210845
70.0,70,54.234321
43.0,43,54.249089
47.0,47,54.265323
32.0,32,54.276724
61.0,61,54.296581
21.0,21,54.303501
77.0,77,54.32927
47.0,47,54.344953
55.0,55,54.363055
79.0,79,54.389636
111.0,111,54.426143
29.0,29,54.435629
54.0,54,54.453457
15.0,15,54.457967
128.0,128,54.499527
15.0,15,54.50477
59.0,59,54.527085
20.0,20,54.533706
14.0,14,54.53825
43.0,43,54.552216
36.0,36,54.564967
30.0,30,54.575754
54.0,54,54.593735
35.0,35,54.60566
107.0,107,54.640998
84.0,84,54.668999
24.0,24,54.677692
12.0,12,54.681612
63.0,63,54.702184
20.0,20,54.708803
42.0,42,54.722966
23.0,23,54.730586
75.0,75,54.807294
63.0,63,54.829661
25.0,25,54.838836
43.0,43,54.858387
14.0,14,54.863045
33.0,33,54.874445
64.0,64,54.895159
34.0,34,54.90718
83.0,83,54.935369
25.0,25,54.944101
77.0,77,54.97035
66.0,66,54.992356
51.0,51,55.009644
24.0,24,55.017723
50.0,50,55.034022
47.0,47,55.049729
86.0,86,55.078621
38.0,38,55.09136
34.0,34,55.103281
99.0,99,55.137549
87.0,87,55.167399
18.0,18,55.173738
80.0,80,55.229497
75.0,75,55.262727
22.0,22,55.271181
16.0,16,55.277648
51.0,51,55.300245
28.0,28,55.312004
33.0,33,55.324791
182.0,182,55.399726
69.0,69,55.428354
62.0,62,55.453287
63.0,63,55.476786
22.0,22,55.484737
125.0,125,55.532235
20.0,20,55.539474
16.0,16,55.546022
39.0,39,55.559357
77.0,77,55.672522
33.0,33,55.689318
119.0,119,55.736826
42.0,42,55.752901
38.0,38,55.767003
112.0,112,55.807778
38.0,38,55.821573
26.0,26,55.831808
45.0,45,55.84979
49.0,49,55.866903
14.0,14,55.871746
48.0,48,55.888867
32.0,32,55.901232
74.0,74,55.9303
34.0,34,55.942113
103.0,103,55.979813
56.0,56,55.997641
44.0,44,56.010906
77.0,77,56.035855
42.0,42,56.049993
24.0,24,56.058073
25.0,25,56.066282
25.0,25,56.074994
48.0,48,56.091093
12.0,12,56.095141
51.0,51,56.111957
57.0,57,56.131533
23.0,23,56.139338
24.0,24,56.147551
20.0,20,56.153918
30.0,30,56.164018
16.0,16,56.169711
67.0,67,56.19203
57.0,57,56.21141
13.0,13,56.216112
31.0,31,56.226361
17.0,17,56.231917
78.0,78,56.259737
35.0,35,56.27147
61.0,61,56.291825
13.0,13,56.296392
23.0,23,56.304033
23.0,23,56.311728
42.0,42,56.325743
72.0,72,56.349355
30.0,30,56.360046
19.0,19,56.366303
41.0,41,56.433011
194.0,194,56.496453
72.0,72,56.528925
102.0,102,56.562713
174.0,174,56.621179
42.0,42,56.635002
84.0,84,56.662925
49.0,49,56.680912
148.0,148,56.729554
22.0,22,56.736633
17.0,17,56.742219
58.0,58,56.76179
29.0,29,56.771448
56.0,56,56.789958
206.0,206,56.859403
103.0,103,56.89474
42.0,42,56.908547
41.0,41,56.923271
16.0,16,56.928568
146.0,146,56.977342
17.0,17,56.983458
22.0,22,56.990602
77.0,77,57.016441
49.0,49,57.032631
112.0,112,57.070481
23.0,23,57.078524
323.0,323,57.236592
26.0,26,57.245709
93.0,93,57.277659
18.0,18,57.284011
38.0,38,57.297362
88.0,88,57.327707
59.0,59,57.347282
31.0,31,57.357631
36.0,36,57.371046
40.0,40,57.382873
33.0,33,57.393102
22.0,22,57.400718
18.0,18,57.406779
42.0,42,57.421744
19.0,19,57.428321
53.0,53,57.446033
51.0,51,57.463524
25.0,25,57.471212
90.0,90,57.501517
206.0,206,57.576574
114.0,114,57.616523
49.0,49,57.634705
49.0,49,57.651901
31.0,31,57.662266
97.0,97,57.693504
31.0,31,57.704117
28.0,28,57.713741
14.0,14,57.718391
53.0,53,57.735261
24.0,24,57.742705
60.0,60,57.764841
28.0,28,57.774305
15.0,15,57.779257
234.0,234,57.856889
67.0,67,57.933817
31.0,31,57.944299
170.0,170,58.002074
136.0,136,58.050343
85.0,85,58.07864
24.0,24,58.086517
126.0,126,58.12898
37.0,37,58.141492
29.0,29,58.150987
39.0,39,58.163969
84.0,84,58.191697
156.0,156,58.24451
39.0,39,58.257365
18.0,18,58.263843
92.0,92,58.293981
20.0,20,58.300927
55.0,55,58.319485
112.0,112,58.35815
102.0,102,58.391388
143.0,143,58.440154
19.0,19,58.446702
192.0,192,58.51129
20.0,20,58.518396
27.0,27,58.527421
35.0,35,58.538945
43.0,43,58.552903
84.0,84,58.581173
43.0,43,58.595909
84.0,84,58.67705
29.0,29,58.687154
21.0,21,58.694191
33.0,33,58.705106
47.0,47,58.721589
72.0,72,58.745889
92.0,92,58.782208
87.0,87,58.811179
41.0,41,58.824991
17.0,17,58.83182
286.0,286,58.92794
87.0,87,58.957507
39.0,39,58.971021
28.0,28,58.982269
93.0,93,59.013082
55.0,55,59.03164
30.0,30,59.041475
25.0,25,59.050094
52.0,52,59.067147
44.0,44,59.081704
36.0,36,59.094042
97.0,97,59.126821
124.0,124,59.16906
17.0,17,59.174747
194.0,194,59.240245
59.0,59,59.259846
19.0,19,59.266599
59.0,59,59.286419
28.0,28,59.295409
28.0,28,59.304793
15.0,15,59.310897
73.0,73,59.339114
45.0,45,59.35363
96.0,96,59.438967
63.0,63,59.459658
68.0,68,59.481938
119.0,119,59.521885
26.0,26,59.530717
75.0,75,59.556202
76.0,76,59.581133
55.0,55,59.599863
48.0,48,59.617664
201.0,201,59.684481
30.0,30,59.694656
123.0,123,59.735351
40.0,40,59.748731
61.0,61,59.770029
60.0,60,59.789705
75.0,75,59.815106
35.0,35,59.827056
49.0,49,59.844095
48.0,48,59.859961
94.0,94,59.89886
123.0,123,59.94027
162.0,162,59.994318
61.0,61,60.015423
18.0,18,60.02144
296.0,296,60.120555
25.0,25,60.183764
71.0,71,60.207628
73.0,73,60.232235
65.0,65,60.254087
114.0,114,60.292832
134.0,134,60.337428
43.0,43,60.351932
93.0,93,60.383339
55.0,55,60.401983
133.0,133,60.448046
53.0,53,60.464786
26.0,26,60.47287
19.0,19,60.479233
113.0,113,60.517612
65.0,65,60.539155
22.0,22,60.54635
127.0,127,60.58998
63.0,63,60.611373
18.0,18,60.617559
13.0,13,60.621813
36.0,36,60.634133
47.0,47,60.649804
79.0,79,60.676271
106.0,106,60.711565
109.0,109,60.749443
63.0,63,60.771087
30.0,30,60.781068
52.0,52,60.79833
121.0,121,60.843158
78.0,78,60.869116
72.0,72,60.945099
22.0,22,60.952237
25.0,25,60.960725
45.0,45,60.976497
36.0,36,60.988771
20.0,20,60.995358
98.0,98,61.029181
63.0,63,61.050291
22.0,22,61.057621
43.0,43,61.071927
56.0,56,61.090636
33.0,33,61.101475
27.0,27,61.111269
93.0,93,61.14231
22.0,22,61.149493
99.0,99,61.182722
27.0,27,61.191384
67.0,67,61.214175
257.0,257,61.303189
61.0,61,61.325103
21.0,21,61.332229
45.0,45,61.347158
18.0,18,61.353286
31.0,31,61.363725
114.0,114,61.402162
126.0,126,61.444652
36.0,36,61.455925
40.0,40,61.469568
37.0,37,61.48224
17.0,17,61.487963
65.0,65,61.510756
25.0,25,61.519786
127.0,127,61.562238
100.0,100,61.594607
116.0,116,61.685686
28.0,28,61.69482
77.0,77,61.72043
142.0,142,61.767846
37.0,37,61.780266
64.0,64,61.802059
24.0,24,61.810516
43.0,43,61.825352
108.0,108,61.865633
26.0,26,61.874453
24.0,24,61.882306
19.0,19,61.889156
46.0,46,61.904673
22.0,22,61.911967
102.0,102,61.945706
31.0,31,61.955863
46.0,46,61.970857
43.0,43,61.985705
15.0,15,61.99079
37.0,37,62.003129
133.0,133,62.048406
38.0,38,62.060951
65.0,65,62.082921
35.0,35,62.09437
54.0,54,62.11244
61.0,61,62.136362
39.0,39,62.150683
33.0,33,62.161656
143.0,143,62.20952
24.0,24,62.2182
30.0,30,62.228003
27.0,27,62.237565
105.0,105,62.272722
23.0,23,62.28013
108.0,108,62.317978
91.0,91,62.348368
23.0,23,62.356035
140.0,140,62.456659
73.0,73,62.480479
39.0,39,62.493889
55.0,55,62.512342
23.0,23,62.520825
73.0,73,62.545909
66.0,66,62.569545
31.0,31,62.580021
60.0,60,62.600278
37.0,37,62.613115
22.0,22,62.621271
73.0,73,62.645196
95.0,95,62.677105
26.0,26,62.68577
134.0,134,62.731203
37.0,37,62.744074
147.0,147,62.792963
33.0,33,62.803842
63.0,63,62.826395
271.0,271,62.925992
80.0,80,62.953054
24.0,24,62.961268
37.0,37,62.974648
52.0,52,62.993202
51.0,51,63.010537
34.0,34,63.022645
33.0,33,63.03373
118.0,118,63.072774
25.0,25,63.081265
38.0,38,63.094352
186.0,186,63.209
70.0,70,63.232332
38.0,38,63.244952
32.0,32,63.257132
36.0,36,63.269055
21.0,21,63.276123
24.0,24,63.284177
123.0,123,63.325962
51.0,51,63.343566
116.0,116,63.381573
28.0,28,63.391508
25.0,25,63.399729
31.0,31,63.410062
40.0,40,63.424083
128.0,128,63.466736
28.0,28,63.476353
153.0,153,63.528486
45.0,45,63.542717
33.0,33,63.553639
25.0,25,63.561999
153.0,153,63.614758
33.0,33,63.626025
36.0,36,63.63871
163.0,163,63.692185
45.0,45,63.709555
16.0,16,63.716009
66.0,66,63.746051
62.0,62,63.7728
69.0,69,63.801857
85.0,85,63.839682
35.0,35,63.859794
63.0,63,63.890809
43.0,43,63.905404
77.0,77,63.984955
102.0,102,64.018252
55.0,55,64.037232
92.0,92,64.068115
160.0,160,64.122636
173.0,173,64.181017
107.0,107,64.217396
103.0,103,64.252536
59.0,59,64.272305
101.0,101,64.305855
25.0,25,64.314096
35.0,35,64.326439
28.0,28,64.335681
30.0,30,64.345379
38.0,38,64.360502
72.0,72,64.383689
42.0,42,64.397877
166.0,166,64.454296
42.0,42,64.468465
86.0,86,64.495282
63.0,63,64.51764
92.0,92,64.54873
59.0,59,64.569063
31.0,31,64.57919
62.0,62,64.600413
44.0,44,64.615904
31.0,31,64.626252
39.0,39,64.640125
164.0,164,64.796997
78.0,78,64.829841
41.0,41,64.847707
33.0,33,64.860809
128.0,128,64.911156
44.0,44,64.930403
35.0,35,64.943247
29.0,29,64.954707
32.0,32,64.967283
106.0,106,65.007335
17.0,17,65.013069
119.0,119,65.057944
65.0,65,65.082824
90.0,90,65.115761
119.0,119,65.160997
78.0,78,65.189027
75.0,75,65.217186
37.0,37,65.230714
33.0,33,65.243306
45.0,45,65.259791
25.0,25,65.267985
67.0,67,65.294156
80.0,80,65.323918
63.0,63,65.347409
52.0,52,65.367989
73.0,73,65.395083
96.0,96,65.429096
187.0,187,65.495771
261.0,261,65.646394
78.0,78,65.673898
97.0,97,65.708652
57.0,57,65.728979
18.0,18,65.735032
47.0,47,65.751904
38.0,38,65.766925
187.0,187,65.835163
65.0,65,65.859217
138.0,138,65.912937
36.0,36,65.929609
26.0,26,65.941347
18.0,18,65.947739
84.0,84,65.987319
123.0,123,66.074562
211.0,211,66.174594
80.0,80,66.215327
37.0,37,66.233879
19.0,19,66.241975
33.0,33,66.255763
152.0,152,66.309325
39.0,39,66.322145
52.0,52,66.341304
82.0,82,66.368058
50.0,50,66.384341
24.0,24,66.392987
60.0,60,66.413183
50.0,50,66.429659
136.0,136,66.528652
22.0,22,66.536036
38.0,38,66.548779
176.0,176,66.60824
45.0,45,66.622511
186.0,186,66.685049
42.0,42,66.699453
42.0,42,66.713741
29.0,29,66.724305
25.0,25,66.73307
14.0,14,66.737942
84.0,84,66.765945
42.0,42,66.780713
63.0,63,66.80223
148.0,148,66.854628
29.0,29,66.864369
39.0,39,66.878523
17.0,17,66.884803
37.0,37,66.896305
11.0,11,66.899725
22.0,22,66.907036
60.0,60,66.928197
148.0,148,66.979987
32.0,32,66.991586
33.0,33,67.002586
113.0,113,67.039118
52.0,52,67.056776
44.0,44,67.071648
39.0,39,67.084623
61.0,61,67.104568
54.0,54,67.123138
72.0,72,67.147079
189.0,189,67.262346
68.0,68,67.286012
32.0,32,67.296504
69.0,69,67.319148
23.0,23,67.327938
20.0,20,67.334636
77.0,77,67.362044
139.0,139,67.409286
31.0,31,67.419656
83.0,83,67.450945
55.0,55,67.470335
54.0,54,67.488967
157.0,157,67.544383
107.0,107,67.580401
18.0,18,67.586285
60.0,60,67.606279
230.0,230,67.682387
52.0,52,67.6996
35.0,35,67.71131
91.0,91,67.743609
35.0,35,67.755388
32.0,32,67.766242
29.0,29,67.775969
89.0,89,67.804777
70.0,70,67.828021
36.0,36,67.839966
104.0,104,67.878365
139.0,139,67.925477
21.0,21,67.9843
68.0,68,68.007177
41.0,41,68.020662
36.0,36,68.035287
92.0,92,68.066016
77.0,77,68.102123
95.0,95,68.162315
40.0,40,68.181842
65.0,65,68.211256
116.0,116,68.271179
68.0,68,68.308505
76.0,76,68.338096
72.0,72,68.367521
40.0,40,68.3805
42.0,42,68.396613
41.0,41,68.410318
123.0,123,68.449758
54.0,54,68.467045
24.0,24,68.475524
179.0,179,68.535783
23.0,23,68.543443
43.0,43,68.558412
53.0,53,68.578737
40.0,40,68.592198
76.0,76,68.61773
55.0,55,68.636487
86.0,86,68.664689
83.0,83,68.692404
38.0,38,68.70505
141.0,141,68.751193
149.0,149,68.859975
44.0,44,68.876131
26.0,26,68.885907
114.0,114,68.925684
26.0,26,68.935949
31.0,31,68.945764
70.0,70,68.969599
80.0,80,68.996326
107.0,107,69.032698
38.0,38,69.044644
26.0,26,69.054133
16.0,16,69.059824
80.0,80,69.086915
132.0,132,69.13332
114.0,114,69.171296
27.0,27,69.180277
50.0,50,69.196683
58.0,58,69.21674
72.0,72,69.241689
32.0,32,69.252715
48.0,48,69.268478
63.0,63,69.290393
42.0,42,69.304403
116.0,116,69.343757
36.0,36,69.356137
162.0,162,69.410747
18.0,18,69.416889
22.0,22,69.42547
24.0,24,69.433262
46.0,46,69.448297
26.0,26,69.45693
60.0,60,69.476251
19.0,19,69.482488
44.0,44,69.497716
27.0,27,69.506914
99.0,99,69.591916
149.0,149,69.643001
36.0,36,69.655052
23.0,23,69.663096
27.0,27,69.672831
138.0,138,69.723642
127.0,127,69.766272
16.0,16,69.771622
49.0,49,69.788272
69.0,69,69.81169
19.0,19,69.817867
33.0,33,69.831341
110.0,110,69.871524
23.0,23,69.879416
21.0,21,69.886509
45.0,45,69.9019
127.0,127,69.944694
43.0,43,69.958743
62.0,62,69.981863
43.0,43,69.996591
14.0,14,70.001234
54.0,54,70.019128
98.0,98,70.051103
45.0,45,70.066566
165.0,165,70.12247
38.0,38,70.135159
17.0,17,70.141389
25.0,25,70.149757
16.0,16,70.155466
24.0,24,70.164049
37.0,37,70.176441
73.0,73,70.200878
36.0,36,70.213367
57.0,57,70.232262
50.0,50,70.249628
28.0,28,70.259048
111.0,111,70.347553
118.0,118,70.388313
71.0,71,70.412156
28.0,28,70.421456
31.0,31,70.431648
108.0,108,70.466851
85.0,85,70.492947
25.0,25,70.501378
62.0,62,70.523102
91.0,91,70.55273
125.0,125,70.594721
69.0,69,70.617636
59.0,59,70.63766
64.0,64,70.658971
55.0,55,70.67712
58.0,58,70.696443
110.0,110,70.734113
38.0,38,70.747337
143.0,143,70.796413
26.0,26,70.805172
34.0,34,70.816947
17.0,17,70.823198
135.0,135,70.873351
112.0,112,70.911335
155.0,155,70.963018
35.0,35,70.975212
129.0,129,71.017492
185.0,185,71.132543
80.0,80,71.15959
36.0,36,71.171485
27.0,27,71.180357
59.0,59,71.200593
222.0,222,71.274733
21.0,21,71.281732
63.0,63,71.302967
66.0,66,71.325873
77.0,77,71.351021
163.0,163,71.409016
43.0,43,71.423574
22.0,22,71.431025
31.0,31,71.441121
16.0,16,71.446613
15.0,15,71.451572
91.0,91,71.480927
49.0,49,71.497365
154.0,154,71.551941
18.0,18,71.558478
51.0,51,71.575259
30.0,30,71.584935
15.0,15,71.589838
22.0,22,71.59801
101.0,101,71.63204
70.0,70,71.657037
28.0,28,71.667267
59.0,59,71.68824
182.0,182,71.749546
136.0,136,71.849915
39.0,39,71.863149
42.0,42,71.877861
93.0,93,71.909457
56.0,56,71.931065
134.0,134,71.976197
124.0,124,72.017073
129.0,129,72.060792
71.0,71,72.084646
31.0,31,72.095455
68.0,68,72.118104
196.0,196,72.185973
65.0,65,72.20915
62.0,62,72.231588
67.0,67,72.253463
108.0,108,72.289388
27.0,27,72.298045
58.0,58,72.316714
24.0,24,72.324891
70.0,70,72.347907
33.0,33,72.358799
62.0,62,72.379057
38.0,38,72.391482
35.0,35,72.402858
77.0,77,72.428619
42.0,42,72.442468
36.0,36,72.454347
78.0,78,72.479987
227.0,227,72.61279
30.0,30,72.630439
16.0,16,72.637378
93.0,93,72.672632
16.0,16,72.678504
54.0,54,72.696667
177.0,177,72.756248
57.0,57,72.776307
176.0,176,72.83503
85.0,85,72.867966
55.0,55,72.886239
47.0,47,72.902444
96.0,96,72.934677
43.0,43,72.948983
194.0,194,73.016438
79.0,79,73.044448
17.0,17,73.050465
73.0,73,73.076221
98.0,98,73.11049
43.0,43,73.126284
169.0,169,73.184729
112.0,112,73.223857
136.0,136,73.272948
156.0,156,73.388943
96.0,96,73.426209
35.0,35,73.437456
38.0,38,73.453097
86.0,86,73.482828
51.0,51,73.502357
70.0,70,73.526575
19.0,19,73.533407
23.0,23,73.541186
143.0,143,73.589204
93.0,93,73.621223
27.0,27,73.630293
29.0,29,73.640405
28.0,28,73.649874
106.0,106,73.685575
150.0,150,73.736123
24.0,24,73.74395
73.0,73,73.768381
45.0,45,73.783864
153.0,153,73.835112
89.0,89,73.871644
172.0,172,73.932581
24.0,24,73.940566
34.0,34,73.952165
202.0,202,74.019787
87.0,87,74.049313
54.0,54,74.066935
82.0,82,74.147185
151.0,151,74.195769
129.0,129,74.239983
43.0,43,74.255008
30.0,30,74.2665
64.0,64,74.290718
104.0,104,74.326422
104.0,104,74.362087
131.0,131,74.409735
20.0,20,74.416712
62.0,62,74.442008
51.0,51,74.459391
37.0,37,74.471881
34.0,34,74.48395
180.0,180,74.543119
78.0,78,74.568739
19.0,19,74.575815
67.0,67,74.598243
31.0,31,74.608801
48.0,48,74.6252
26.0,26,74.634842
23.0,23,74.642641
51.0,51,74.659759
21.0,21,74.667026
212.0,212,74.738929
119.0,119,74.778379
27.0,27,74.788198
33.0,33,74.798854
28.0,28,74.808279
37.0,37,74.821085
50.0,50,74.894367
39.0,39,74.90799
76.0,76,74.933057
71.0,71,74.956669
17.0,17,74.962364
32.0,32,74.972658
108.0,108,75.009809
37.0,37,75.022071
68.0,68,75.04481
150.0,150,75.095616
74.0,74,75.120632
42.0,42,75.135517
39.0,39,75.149072
109.0,109,75.185772
86.0,86,75.21546
51.0,51,75.234293
66.0,66,75.256813
235.0,235,75.337114
150.0,150,75.388032
130.0,130,75.435476
36.0,36,75.448249
63.0,63,75.469655
22.0,22,75.477768
21.0,21,75.484786
44.0,44,75.499559
67.0,67,75.522353
88.0,88,75.551704
23.0,23,75.559883
130.0,130,75.659716
